date,customerId,paymentPeriod,loanAmount,currencyType,evaluationChannel,interest_rate
12/09/2022,CUS88712989560,60,20000,USD,WEB PAGE,0.124
12/09/2022,CUS31884130524,24,20000,USD,AGENCY,0.195
12/09/2022,CUS87856355536,36,30000,USD,WEB PAGE,0.195
12/09/2022,CUS50847723436,36,10000,USD,WEB PAGE,0.2
12/09/2022,CUS96194342536,36,20000,USD,WEB PAGE,0.155
12/09/2022,CUS61503133360,60,31374.63,USD,WEB PAGE,0.185
12/09/2022,CUS24942670048,48,21000,USD,WEB PAGE,0.175
12/09/2022,CUS69580604960,60,63000,USD,WEB PAGE,0.159
12/09/2022,CUS87358911324,24,5500,USD,AGENCY,0.285
12/09/2022,CUS83471546948,48,40000,USD,AGENCY,0.195
12/09/2022,CUS83766120348,48,40000,USD,AGENCY,0.195
12/09/2022,CUS12877675960,60,3000,USD,WEB PAGE,0.205
12/09/2022,CUS81984668260,60,14500,USD,WEB PAGE,0.235
12/09/2022,CUS81037084560,60,31900,USD,WEB PAGE,0.135
12/09/2022,CUS35801391624,24,3000,USD,WEB PAGE,0.195
12/09/2022,CUS96654841660,60,25000,USD,WEB PAGE,0.215
12/09/2022,CUS11182050160,60,99000,USD,WEB PAGE,0.135
12/09/2022,CUS47516550736,36,100000,USD,WEB PAGE,0.335
12/09/2022,CUS62461343724,24,15000,USD,WEB PAGE,0.37
12/09/2022,CUS91921935248,48,4500,USD,WEB PAGE,0.275
12/09/2022,CUS14606472836,36,15100,USD,WEB PAGE,0.33
12/09/2022,CUS79565066212,12,3500,USD,WEB PAGE,0.23
12/09/2022,CUS49482921836,36,3000,USD,WEB PAGE,0.35
12/09/2022,CUS43486226336,36,14000,USD,WEB PAGE,0.245
12/09/2022,CUS70577230648,48,9000,USD,WEB PAGE,0.23
12/09/2022,CUS99569960024,24,3472,USD,WEB PAGE,0.275
12/09/2022,CUS60155936348,48,12644,USD,WEB PAGE,0.209
12/09/2022,CUS90343860660,60,52000,USD,WEB PAGE,0.104
12/09/2022,CUS31238520324,24,6000,USD,WEB PAGE,0.179
12/09/2022,CUS43151541436,36,16700,USD,WEB PAGE,0.155
12/09/2022,CUS33137089348,48,61500,USD,AGENCY,0.175
12/09/2022,CUS11132657460,60,38000,USD,AGENCY,0.175
12/09/2022,CUS47401152348,48,13500,USD,WEB PAGE,0.175
12/09/2022,CUS13746585060,60,42000,USD,WEB PAGE,0.175
12/09/2022,CUS99168955436,36,11500,USD,WEB PAGE,0.175
12/09/2022,CUS68749388124,24,3000,USD,WEB PAGE,0.2
12/09/2022,CUS77520656760,60,42000,USD,WEB PAGE,0.175
12/09/2022,CUS80343387160,60,9000,USD,WEB PAGE,0.205
12/09/2022,CUS65598578924,24,1000,USD,WEB PAGE,0.375
12/09/2022,CUS86902890948,48,9000,USD,WEB PAGE,0.34
12/09/2022,CUS32764897736,36,43100,USD,WEB PAGE,0.33
12/09/2022,CUS56108654448,48,14800,USD,WEB PAGE,0.36
12/09/2022,CUS33523936036,36,7028,USD,WEB PAGE,0.36
12/09/2022,CUS47947748024,24,3000,USD,WEB PAGE,0.34
12/09/2022,CUS30626262548,48,2300,USD,WEB PAGE,0.36
12/09/2022,CUS32344573824,24,5000,USD,WEB PAGE,0.335
12/09/2022,CUS13023180460,60,35000,USD,WEB PAGE,0.225
12/09/2022,CUS81226224648,48,10000,USD,WEB PAGE,0.245
12/09/2022,CUS26004227936,36,102000,USD,WEB PAGE,0.2
12/09/2022,CUS75957504024,24,7640,USD,WEB PAGE,0.28
12/09/2022,CUS71395408412,12,5000,USD,WEB PAGE,0.225
12/09/2022,CUS44456519024,24,3000,USD,WEB PAGE,0.36
12/09/2022,CUS64959022312,12,5000,USD,WEB PAGE,0.21
12/09/2022,CUS25431125736,36,20000,USD,AGENCY,0.205
12/09/2022,CUS75708119636,36,40000,USD,WEB PAGE,0.225
12/09/2022,CUS92608466312,12,10000,USD,WEB PAGE,0.139
12/09/2022,CUS60314294436,36,10000,USD,WEB PAGE,0.195
12/09/2022,CUS56239929560,60,50000,USD,WEB PAGE,0.195
12/09/2022,CUS94353562160,60,32257,USD,WEB PAGE,0.145
12/09/2022,CUS80437965348,48,37000,USD,AGENCY,0.165
12/09/2022,CUS52583047748,48,44087.48,USD,AGENCY,0.129
12/09/2022,CUS65159684824,24,20000,USD,AGENCY,0.135
12/09/2022,CUS82412550060,60,36088.1,USD,WEB PAGE,0.139
12/09/2022,CUS22373533536,36,1200,USD,WEB PAGE,0.349
12/09/2022,CUS46403078224,24,3000,USD,WEB PAGE,0.235
12/09/2022,CUS87488729260,60,45500,USD,WEB PAGE,0.175
12/09/2022,CUS16592630448,48,15399.84,USD,WEB PAGE,0.205
12/09/2022,CUS29747246736,36,25100,USD,AGENCY,0.335
12/09/2022,CUS48696499560,60,10000,USD,WEB PAGE,0.105
12/09/2022,CUS78058436624,24,15000,USD,AGENCY,0.375
12/09/2022,CUS31098988624,24,3000,USD,WEB PAGE,0.215
12/09/2022,CUS53228000960,60,7000,USD,WEB PAGE,0.205
12/09/2022,CUS20797930248,48,10000,USD,WEB PAGE,0.245
12/09/2022,CUS20122285748,48,30000,USD,WEB PAGE,0.29
12/09/2022,CUS57837545348,48,26000,USD,WEB PAGE,0.29
12/09/2022,CUS46404045636,36,15000,USD,AGENCY,0.24
12/09/2022,CUS59611776036,36,6578,USD,WEB PAGE,0.275
12/09/2022,CUS38055621136,36,20000,USD,WEB PAGE,0.109
12/09/2022,CUS18093466036,36,18751,USD,WEB PAGE,0.159
12/09/2022,CUS70573370424,24,6100,USD,WEB PAGE,0.245
12/09/2022,CUS89130388348,48,11900,USD,WEB PAGE,0.185
12/09/2022,CUS21966511636,36,3100,USD,WEB PAGE,0.215
12/09/2022,CUS51898037548,48,13000,USD,WEB PAGE,0.155
12/09/2022,CUS95792418924,24,10000,USD,WEB PAGE,0.21
12/09/2022,CUS82876026724,24,7000,USD,WEB PAGE,0.165
12/09/2022,CUS50514615424,24,9000,USD,WEB PAGE,0.185
12/09/2022,CUS85316075724,24,3000,USD,WEB PAGE,0.205
12/09/2022,CUS15822387048,48,15000,USD,WEB PAGE,0.195
12/09/2022,CUS98438201560,60,25000,USD,WEB PAGE,0.165
12/09/2022,CUS72287161312,12,5000,USD,WEB PAGE,0.105
12/09/2022,CUS38157946760,60,24500,USD,AGENCY,0.2
12/09/2022,CUS20513949136,36,3600,USD,WEB PAGE,0.195
12/09/2022,CUS53983266448,48,10242.18,USD,WEB PAGE,0.205
12/09/2022,CUS98092287124,24,3500,USD,WEB PAGE,0.185
12/09/2022,CUS35284358460,60,17000,USD,WEB PAGE,0.165
12/09/2022,CUS21928872924,24,5500,USD,WEB PAGE,0.39
12/09/2022,CUS99289556212,12,3000,USD,WEB PAGE,0.335
12/09/2022,CUS99276302548,48,11000,USD,WEB PAGE,0.33
12/09/2022,CUS17725743212,12,5000,USD,WEB PAGE,0.38
12/09/2022,CUS24894730848,48,22500,USD,WEB PAGE,0.185
12/09/2022,CUS21936769836,36,52515.41,USD,AGENCY,0.235
12/09/2022,CUS54299236336,36,20000,USD,WEB PAGE,0.24
12/09/2022,CUS79800037548,48,16600,USD,AGENCY,0.155
12/09/2022,CUS49772698536,36,21000,USD,WEB PAGE,0.189
12/09/2022,CUS52658476148,48,24800,USD,WEB PAGE,0.33
12/09/2022,CUS61206740536,36,3000,USD,WEB PAGE,0.165
12/09/2022,CUS23000789424,24,20000,USD,WEB PAGE,0.12
12/09/2022,CUS53825575560,60,65400,USD,AGENCY,0.205
12/09/2022,CUS99819369160,60,45000,USD,WEB PAGE,0.165
12/09/2022,CUS45524656860,60,25000,USD,WEB PAGE,0.215
12/09/2022,CUS73179076224,24,5000,USD,WEB PAGE,0.175
12/09/2022,CUS53433888060,60,8000,USD,WEB PAGE,0.175
12/09/2022,CUS53948650224,24,2000,USD,WEB PAGE,0.245
12/09/2022,CUS40610796824,24,1000,USD,WEB PAGE,0.215
12/09/2022,CUS77505807848,48,29230,USD,WEB PAGE,0.105
12/09/2022,CUS21741514160,60,17635,USD,WEB PAGE,0.175
12/09/2022,CUS49573484536,36,8765,USD,WEB PAGE,0.175
12/09/2022,CUS99847335848,48,13800,USD,WEB PAGE,0.175
12/09/2022,CUS92226865248,48,76500,USD,WEB PAGE,0.145
12/09/2022,CUS32864491860,60,36048.62,USD,AGENCY,0.24
12/09/2022,CUS65218822136,36,4000,USD,WEB PAGE,0.17
12/09/2022,CUS12166417124,24,1200,USD,WEB PAGE,0.39
12/09/2022,CUS59121135124,24,4000,USD,WEB PAGE,0.39
12/09/2022,CUS20250978724,24,10000,USD,WEB PAGE,0.105
12/09/2022,CUS84432061148,48,11000,USD,WEB PAGE,0.36
12/09/2022,CUS69064401824,24,6000,USD,WEB PAGE,0.385
12/09/2022,CUS27233606224,24,10331,USD,WEB PAGE,0.275
12/09/2022,CUS98897077724,24,8000,USD,WEB PAGE,0.245
12/09/2022,CUS82407631324,24,12000,USD,WEB PAGE,0.225
12/09/2022,CUS68886559848,48,9500,USD,WEB PAGE,0.235
12/09/2022,CUS12708137436,36,52640,USD,AGENCY,0.22
12/09/2022,CUS98146757948,48,30000,USD,AGENCY,0.105
12/09/2022,CUS40472211324,24,5300,USD,WEB PAGE,0.315
12/09/2022,CUS49197692824,24,3070,USD,WEB PAGE,0.225
12/09/2022,CUS74281300348,48,4500,USD,WEB PAGE,0.23
12/09/2022,CUS22586716524,24,5000,USD,WEB PAGE,0.225
12/09/2022,CUS63544358224,24,62000,USD,AGENCY,0.27
12/09/2022,CUS99706561224,24,9000,USD,WEB PAGE,0.315
12/09/2022,CUS43988921536,36,7000,USD,WEB PAGE,0.245
12/09/2022,CUS45617709548,48,46600,USD,WEB PAGE,0.17
12/09/2022,CUS84959446848,48,10000,USD,WEB PAGE,0.139
12/09/2022,CUS30580956836,36,30000,USD,WEB PAGE,0.119
12/09/2022,CUS15327546048,48,83450,USD,AGENCY,0.125
12/09/2022,CUS35240776960,60,11600,USD,WEB PAGE,0.195
12/09/2022,CUS29710368148,48,21680,USD,WEB PAGE,0.209
12/09/2022,CUS52337960760,60,60000,USD,WEB PAGE,0.155
12/09/2022,CUS92744287760,60,25200,USD,WEB PAGE,0.165
12/09/2022,CUS14178398960,60,56000,USD,WEB PAGE,0.145
12/09/2022,CUS80593265660,60,24000,USD,WEB PAGE,0.165
12/09/2022,CUS75000590860,60,21072.65,USD,WEB PAGE,0.145
12/09/2022,CUS15191538560,60,15000,USD,WEB PAGE,0.27
12/09/2022,CUS69919684524,24,4000,USD,WEB PAGE,0.375
12/09/2022,CUS43674173936,36,12000,USD,WEB PAGE,0.345
12/09/2022,CUS29411618548,48,22000,USD,WEB PAGE,0.365
12/09/2022,CUS46314222736,36,18800,USD,WEB PAGE,0.225
12/09/2022,CUS54622773436,36,30000,USD,WEB PAGE,0.225
12/09/2022,CUS83360038960,60,80000,USD,WEB PAGE,0.165
12/09/2022,CUS79586936560,60,17500,USD,WEB PAGE,0.105
12/09/2022,CUS20445589836,36,26100,USD,AGENCY,0.245
12/09/2022,CUS52280776448,48,5720,USD,WEB PAGE,0.219
12/09/2022,CUS79601385448,48,52690,USD,WEB PAGE,0.145
12/09/2022,CUS27399356624,24,3000,USD,WEB PAGE,0.165
12/09/2022,CUS87350321760,60,25000,USD,WEB PAGE,0.114
12/09/2022,CUS93456663424,24,17200,USD,WEB PAGE,0.159
12/09/2022,CUS30844972948,48,35000,USD,WEB PAGE,0.22
12/09/2022,CUS32399386348,48,6500,USD,WEB PAGE,0.275
12/09/2022,CUS85129908860,60,4500,USD,AGENCY,0.139
12/09/2022,CUS60754044448,48,21000,USD,AGENCY,0.205
12/09/2022,CUS28505141560,60,5400,USD,WEB PAGE,0.105
12/09/2022,CUS56866930724,24,5000,USD,WEB PAGE,0.105
12/09/2022,CUS72466420848,48,6140,USD,AGENCY,0.185
12/09/2022,CUS55704342660,60,7100,USD,WEB PAGE,0.175
12/09/2022,CUS43696176348,48,14000,USD,WEB PAGE,0.245
12/09/2022,CUS33822308360,60,5000,USD,WEB PAGE,0.185
12/09/2022,CUS65918193260,60,40000,USD,WEB PAGE,0.185
12/09/2022,CUS39802247424,24,3000,USD,WEB PAGE,0.185
12/09/2022,CUS83055226448,48,7500,USD,WEB PAGE,0.23
12/09/2022,CUS99739551736,36,5250.68,USD,WEB PAGE,0.38
12/09/2022,CUS30615020560,60,18132,USD,AGENCY,0.11
12/09/2022,CUS13535319824,24,75000,USD,WEB PAGE,0.105
12/09/2022,CUS71596717036,36,10000,USD,AGENCY,0.105
12/09/2022,CUS30961518048,48,10000,USD,WEB PAGE,0.105
12/09/2022,CUS73533023760,60,27500,USD,WEB PAGE,0.24
12/09/2022,CUS96305241748,48,24000,USD,WEB PAGE,0.225
12/09/2022,CUS70205110836,36,10000,USD,AGENCY,0.235
12/09/2022,CUS74523369048,48,14000,USD,WEB PAGE,0.24
12/09/2022,CUS42476634848,48,79800,USD,WEB PAGE,0.2
12/09/2022,CUS30290385648,48,50000,USD,AGENCY,0.185
12/09/2022,CUS29687374948,48,14600,USD,WEB PAGE,0.215
12/09/2022,CUS34659200112,12,3000,USD,AGENCY,0.225
12/09/2022,CUS59830199148,48,6300,USD,WEB PAGE,0.159
12/09/2022,CUS79867117124,24,12000,USD,WEB PAGE,0.105
12/09/2022,CUS68973090160,60,25200,USD,WEB PAGE,0.139
12/09/2022,CUS31122443560,60,50000,USD,AGENCY,0.175
12/09/2022,CUS38802050624,24,6000,USD,WEB PAGE,0.209
12/09/2022,CUS19838278860,60,26534.9,USD,WEB PAGE,0.159
12/09/2022,CUS45623827760,60,11000,USD,WEB PAGE,0.129
12/09/2022,CUS22548985512,12,3000,USD,WEB PAGE,0.129
12/09/2022,CUS62976003960,60,1774,USD,WEB PAGE,0.174
12/09/2022,CUS95337828036,36,10000,USD,WEB PAGE,0.179
12/09/2022,CUS13529687536,36,13000,USD,AGENCY,0.205
12/09/2022,CUS70165982312,12,10000,USD,WEB PAGE,0.185
12/09/2022,CUS44552859336,36,15000,USD,WEB PAGE,0.255
12/09/2022,CUS42468338436,36,25000,USD,WEB PAGE,0.235
12/09/2022,CUS75083224448,48,14000,USD,WEB PAGE,0.185
12/09/2022,CUS94435093260,60,30000,USD,WEB PAGE,0.235
12/09/2022,CUS23751282760,60,13908.45,USD,AGENCY,0.305
12/09/2022,CUS13718143048,48,12000,USD,WEB PAGE,0.33
12/09/2022,CUS21987261024,24,10000,USD,WEB PAGE,0.245
12/09/2022,CUS66693253948,48,13610,USD,WEB PAGE,0.35
12/09/2022,CUS18782998836,36,42000,USD,WEB PAGE,0.355
12/09/2022,CUS30652538836,36,7000,USD,WEB PAGE,0.33
12/09/2022,CUS71966092560,60,23912,USD,WEB PAGE,0.33
12/09/2022,CUS83697835936,36,6400,USD,WEB PAGE,0.275
12/09/2022,CUS71568588736,36,18945,USD,WEB PAGE,0.245
12/09/2022,CUS57160393024,24,6000,USD,WEB PAGE,0.165
12/09/2022,CUS12544680560,60,39900,USD,WEB PAGE,0.22
12/09/2022,CUS21101390324,24,2600,USD,WEB PAGE,0.12
12/09/2022,CUS61670267260,60,43200,USD,WEB PAGE,0.139
12/09/2022,CUS28546465512,12,3000,USD,WEB PAGE,0.175
12/09/2022,CUS25053138660,60,43000,USD,AGENCY,0.139
12/09/2022,CUS75694667460,60,43000,USD,WEB PAGE,0.139
12/09/2022,CUS27205000760,60,10160,USD,WEB PAGE,0.175
12/09/2022,CUS63958131836,36,8000,USD,WEB PAGE,0.205
12/09/2022,CUS18026543260,60,15000,USD,WEB PAGE,0.155
12/09/2022,CUS25236527848,48,26950.68,USD,AGENCY,0.185
12/09/2022,CUS59169777212,12,3000,USD,WEB PAGE,0.175
12/09/2022,CUS39605740360,60,12800,USD,WEB PAGE,0.21
12/09/2022,CUS41500616336,36,5400,USD,WEB PAGE,0.34
12/09/2022,CUS55621777024,24,3500,USD,WEB PAGE,0.33
12/09/2022,CUS86621525624,24,2000,USD,WEB PAGE,0.37
12/09/2022,CUS50423243848,48,13575,USD,WEB PAGE,0.335
12/09/2022,CUS41670511448,48,11000,USD,WEB PAGE,0.32
12/09/2022,CUS54805390148,48,29600,USD,WEB PAGE,0.105
12/09/2022,CUS29445424536,36,10800,USD,WEB PAGE,0.2
12/09/2022,CUS80670341524,24,7000,USD,WEB PAGE,0.21
12/09/2022,CUS49295907648,48,5810,USD,WEB PAGE,0.225
12/09/2022,CUS55922595512,12,1500,USD,WEB PAGE,0.23
12/09/2022,CUS24200130924,24,15000,USD,WEB PAGE,0.35
12/09/2022,CUS96597074136,36,30000,USD,WEB PAGE,0.225
12/09/2022,CUS93808045536,36,14350,USD,WEB PAGE,0.105
12/09/2022,CUS43592081148,48,31000,USD,AGENCY,0.125
12/09/2022,CUS12751145648,48,50000,USD,WEB PAGE,0.195
12/09/2022,CUS69238944236,36,10000,USD,WEB PAGE,0.145
12/09/2022,CUS27876222748,48,41844.32,USD,WEB PAGE,0.135
12/09/2022,CUS99497670160,60,25000,USD,WEB PAGE,0.139
12/09/2022,CUS65400604960,60,21000,USD,WEB PAGE,0.225
12/09/2022,CUS75609612724,24,20000,USD,AGENCY,0.155
12/09/2022,CUS41067965724,24,15000,USD,AGENCY,0.23
12/09/2022,CUS64470949048,48,36500,USD,WEB PAGE,0.125
12/09/2022,CUS65570709048,48,10000,USD,WEB PAGE,0.2
12/09/2022,CUS58842527360,60,50000,USD,WEB PAGE,0.139
12/09/2022,CUS66537982960,60,7600,USD,WEB PAGE,0.215
12/09/2022,CUS81753386848,48,30000,USD,WEB PAGE,0.155
12/09/2022,CUS15118554912,12,4200,USD,WEB PAGE,0.135
12/09/2022,CUS17969870860,60,60000,USD,WEB PAGE,0.119
12/09/2022,CUS13403617248,48,10000,USD,WEB PAGE,0.195
12/09/2022,CUS26640129760,60,40000,USD,WEB PAGE,0.155
12/09/2022,CUS77270353012,12,1000,USD,WEB PAGE,0.195
12/09/2022,CUS64337794224,24,10000,USD,WEB PAGE,0.185
12/09/2022,CUS68229269760,60,15000,USD,WEB PAGE,0.165
12/09/2022,CUS21576281812,12,1000,USD,WEB PAGE,0.195
12/09/2022,CUS56516454124,24,3000,USD,WEB PAGE,0.29
12/09/2022,CUS46352366812,12,5000,USD,WEB PAGE,0.235
12/09/2022,CUS11688767160,60,29000,USD,WEB PAGE,0.27
12/09/2022,CUS81261598348,48,5500,USD,WEB PAGE,0.255
12/09/2022,CUS89310211136,36,6000,USD,AGENCY,0.23
12/09/2022,CUS74632167724,24,8930,USD,WEB PAGE,0.35
12/09/2022,CUS18655529824,24,10850,USD,WEB PAGE,0.375
12/09/2022,CUS73852995248,48,19200,USD,WEB PAGE,0.335
12/09/2022,CUS46268281848,48,9300,USD,WEB PAGE,0.395
12/09/2022,CUS13019614324,24,4500,USD,AGENCY,0.215
12/09/2022,CUS83863641536,36,32500,USD,WEB PAGE,0.245
12/09/2022,CUS54472332636,36,13800,USD,CONTACT CENTER,0.23
12/09/2022,CUS42718117936,36,60000,USD,AGENCY,0.185
12/09/2022,CUS64447237136,36,18100,USD,AGENCY,0.355
12/09/2022,CUS16593080336,36,18000,USD,AGENCY,0.225
12/09/2022,CUS98332612736,36,20000,USD,WEB PAGE,0.185
12/09/2022,CUS88835199936,36,10317.3,USD,WEB PAGE,0.195
12/09/2022,CUS18593737260,60,21100,USD,AGENCY,0.195
12/09/2022,CUS76368359136,36,4000,USD,WEB PAGE,0.175
12/09/2022,CUS90719410048,48,18673,USD,WEB PAGE,0.149
12/09/2022,CUS60791873936,36,6500,USD,WEB PAGE,0.215
12/09/2022,CUS41397203248,48,31100,USD,WEB PAGE,0.125
12/09/2022,CUS96089982612,12,3000,USD,WEB PAGE,0.195
12/09/2022,CUS73948237748,48,20000,USD,WEB PAGE,0.179
12/09/2022,CUS86835548012,12,3000,USD,WEB PAGE,0.105
12/09/2022,CUS14273168560,60,12586,USD,WEB PAGE,0.179
12/09/2022,CUS18057444260,60,15000,USD,AGENCY,0.235
12/09/2022,CUS84413688024,24,3000,USD,WEB PAGE,0.185
12/09/2022,CUS85118670560,60,20000,USD,WEB PAGE,0.165
12/09/2022,CUS85070097548,48,7000,USD,WEB PAGE,0.195
12/09/2022,CUS26443195748,48,30000,USD,AGENCY,0.135
12/09/2022,CUS79039894548,48,10000,USD,WEB PAGE,0.205
12/09/2022,CUS86462182424,24,20970,USD,WEB PAGE,0.175
12/09/2022,CUS71950927924,24,4600,USD,WEB PAGE,0.145
12/09/2022,CUS30385094160,60,23900,USD,WEB PAGE,0.165
12/09/2022,CUS34617912548,48,40000,USD,AGENCY,0.155
12/09/2022,CUS11994780212,12,5000,USD,WEB PAGE,0.235
12/09/2022,CUS96127406860,60,12900,USD,WEB PAGE,0.195
12/09/2022,CUS27117143724,24,5500,USD,WEB PAGE,0.235
12/09/2022,CUS13960962660,60,9000,USD,WEB PAGE,0.23
12/09/2022,CUS22230998748,48,15372,USD,WEB PAGE,0.36
12/09/2022,CUS69741226936,36,7900,USD,AGENCY,0.36
12/09/2022,CUS42671902324,24,1660,USD,WEB PAGE,0.295
12/09/2022,CUS73364132024,24,13000,USD,AGENCY,0.37
12/09/2022,CUS61284854936,36,50000,USD,AGENCY,0.33
12/09/2022,CUS57876813848,48,35000,USD,WEB PAGE,0.225
12/09/2022,CUS78020354860,60,35050,USD,WEB PAGE,0.105
12/09/2022,CUS85664134248,48,12700,USD,WEB PAGE,0.225
12/09/2022,CUS96482829848,48,13000,USD,WEB PAGE,0.275
12/09/2022,CUS64606558112,12,1000,USD,WEB PAGE,0.225
12/09/2022,CUS71745477048,48,44000,USD,WEB PAGE,0.185
12/09/2022,CUS21812772360,60,58500,USD,WEB PAGE,0.105
12/09/2022,CUS40701493560,60,62308,USD,WEB PAGE,0.119
12/09/2022,CUS57313092860,60,20000,USD,WEB PAGE,0.169
12/09/2022,CUS69966951248,48,19000,USD,WEB PAGE,0.219
12/09/2022,CUS36618054912,12,6000,USD,WEB PAGE,0.145
12/09/2022,CUS22948713948,48,49000,USD,AGENCY,0.159
12/09/2022,CUS67238595348,48,15000,USD,WEB PAGE,0.105
12/09/2022,CUS73720375148,48,25000,USD,WEB PAGE,0.125
12/09/2022,CUS52162894848,48,52000,USD,AGENCY,0.189
12/09/2022,CUS91823442248,48,30800,USD,WEB PAGE,0.129
12/09/2022,CUS78550967848,48,30278,USD,WEB PAGE,0.104
12/09/2022,CUS21173826848,48,8700,USD,WEB PAGE,0.215
12/09/2022,CUS62529591212,12,7000,USD,AGENCY,0.18
12/09/2022,CUS38585224760,60,60000,USD,WEB PAGE,0.165
12/09/2022,CUS63013075212,12,6500,USD,WEB PAGE,0.195
12/09/2022,CUS83481272160,60,48300,USD,WEB PAGE,0.135
12/09/2022,CUS42490912348,48,8000,USD,WEB PAGE,0.335
12/09/2022,CUS66648825312,12,3500,USD,WEB PAGE,0.325
12/09/2022,CUS90444386536,36,8800,USD,WEB PAGE,0.36
12/09/2022,CUS36234704224,24,6014.93,USD,WEB PAGE,0.375
12/09/2022,CUS16804550560,60,20000,USD,WEB PAGE,0.325
12/09/2022,CUS70994101636,36,5000,USD,WEB PAGE,0.105
12/09/2022,CUS38172286760,60,24300,USD,WEB PAGE,0.105
12/09/2022,CUS89578225612,12,3500,USD,WEB PAGE,0.335
12/09/2022,CUS62983290536,36,25000,USD,WEB PAGE,0.35
12/09/2022,CUS30444880636,36,30883.77,USD,AGENCY,0.345
12/09/2022,CUS16114930860,60,15000,USD,AGENCY,0.105
12/09/2022,CUS96100829624,24,2630,USD,WEB PAGE,0.375
12/09/2022,CUS62646865524,24,2000,USD,WEB PAGE,0.35
12/09/2022,CUS40510556636,36,8000,USD,WEB PAGE,0.235
12/09/2022,CUS24669357524,24,18700,USD,WEB PAGE,0.2
12/09/2022,CUS86184043924,24,5000,USD,WEB PAGE,0.225
12/09/2022,CUS43754844236,36,31200,USD,WEB PAGE,0.35
12/09/2022,CUS50062547548,48,6000,USD,WEB PAGE,0.355
12/09/2022,CUS15436691624,24,6000,USD,WEB PAGE,0.225
12/09/2022,CUS32400594660,60,45554.35,USD,AGENCY,0.149
12/09/2022,CUS84366566136,36,20000,USD,WEB PAGE,0.205
12/09/2022,CUS95525538324,24,11000,USD,WEB PAGE,0.169
12/09/2022,CUS13367029748,48,7490,USD,WEB PAGE,0.129
12/09/2022,CUS73781795660,60,45554.35,USD,WEB PAGE,0.149
12/09/2022,CUS60216666960,60,16750,USD,WEB PAGE,0.145
12/09/2022,CUS74766817760,60,23884,USD,WEB PAGE,0.135
12/09/2022,CUS42598916560,60,57400,USD,WEB PAGE,0.125
12/09/2022,CUS62489786548,48,39000,USD,WEB PAGE,0.135
12/09/2022,CUS32223850324,24,8000,USD,WEB PAGE,0.165
12/09/2022,CUS50038693960,60,35000,USD,WEB PAGE,0.125
12/09/2022,CUS37833181948,48,25000,USD,WEB PAGE,0.149
12/09/2022,CUS82707050060,60,35000,USD,WEB PAGE,0.109
12/09/2022,CUS37138402036,36,12000,USD,WEB PAGE,0.135
12/09/2022,CUS11955307412,12,4000,USD,WEB PAGE,0.185
12/09/2022,CUS48263212348,48,15000,USD,WEB PAGE,0.185
12/09/2022,CUS30967988924,24,1000,USD,WEB PAGE,0.185
12/09/2022,CUS21439633736,36,5900,USD,WEB PAGE,0.265
12/09/2022,CUS24140543060,60,26000,USD,WEB PAGE,0.2
12/09/2022,CUS90465383660,60,34000,USD,WEB PAGE,0.145
12/09/2022,CUS76222657124,24,10000,USD,WEB PAGE,0.165
12/09/2022,CUS62437071412,12,4500,USD,WEB PAGE,0.235
12/09/2022,CUS65412302560,60,58005,USD,WEB PAGE,0.125
12/09/2022,CUS15916436748,48,40500,USD,AGENCY,0.285
12/09/2022,CUS16076201848,48,34000,USD,WEB PAGE,0.105
12/09/2022,CUS72381782348,48,12900,USD,WEB PAGE,0.355
12/09/2022,CUS47340242036,36,15700,USD,WEB PAGE,0.345
12/09/2022,CUS66909521424,24,10295,USD,WEB PAGE,0.37
12/09/2022,CUS18192345424,24,7900,USD,WEB PAGE,0.385
12/09/2022,CUS45772965424,24,36358.61,USD,AGENCY,0.39
12/09/2022,CUS47743287960,60,60000,USD,WEB PAGE,0.225
12/09/2022,CUS18787609512,12,2000,USD,WEB PAGE,0.22
12/09/2022,CUS40021308324,24,24167.36,USD,AGENCY,0.275
12/09/2022,CUS93766660836,36,5000,USD,WEB PAGE,0.245
12/09/2022,CUS72510885236,36,7000,USD,WEB PAGE,0.105
12/09/2022,CUS61611434224,24,10000,USD,WEB PAGE,0.155
12/09/2022,CUS59131741348,48,12000,USD,WEB PAGE,0.205
12/09/2022,CUS16854851960,60,40000,USD,WEB PAGE,0.22
12/09/2022,CUS88062135724,24,5000,USD,WEB PAGE,0.165
12/09/2022,CUS77417420260,60,64000,USD,WEB PAGE,0.119
12/09/2022,CUS77846166360,60,100000,USD,AGENCY,0.109
12/09/2022,CUS80288199624,24,9000,USD,AGENCY,0.155
12/09/2022,CUS40906298960,60,22200,USD,WEB PAGE,0.175
12/09/2022,CUS36792041024,24,9397,USD,WEB PAGE,0.175
12/09/2022,CUS20152748460,60,23000,USD,WEB PAGE,0.185
12/09/2022,CUS17358603848,48,45000,USD,AGENCY,0.18
12/09/2022,CUS78419975860,60,14644,USD,WEB PAGE,0.165
12/09/2022,CUS20712461760,60,15000,USD,WEB PAGE,0.185
12/09/2022,CUS79124960760,60,31500,USD,WEB PAGE,0.165
12/09/2022,CUS76313686536,36,15900,USD,WEB PAGE,0.215
12/09/2022,CUS86274823124,24,272.32,USD,AGENCY,0.339
12/09/2022,CUS11251938448,48,3600,USD,WEB PAGE,0.355
12/09/2022,CUS64096774448,48,40400,USD,WEB PAGE,0.355
